ref,heading,source_basis,status
2 Chronicles 36:11,Zedekiah Reigns in Judah,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
2 Chronicles 36:15,Fall of Jerusalem,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
2 Chronicles 36:22,Proclamation of Cyrus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 1:1,Proclamation of Cyrus,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 1:7,Cyrus Restores the Holy Vessels,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 2:1,List of Returning Exiles,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 2:68,Offerings by the Exiles,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 3:1,Sacrifices Restored,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 3:8,Temple Restoration Begins,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 4:1,Adversaries Hinder the Work,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 4:6,Opposition Under Xerxes and Artaxerxes,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 4:17,Decree of Artaxerxes,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 5:1,Temple Rebuilding Resumes,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 5:6,Tattenai's Letter to Darius,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 6:1,Decree of Darius,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 6:13,Temple Completed,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 6:16,Dedication of the Temple,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 6:19,Returned Exiles Keep the Passover,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 7:1,Ezra Arrives in Jerusalem,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 7:11,Artaxerxes' Letter for Ezra,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 7:27,Ezra Blesses God,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 8:1,Exiles Who Returned with Ezra,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 8:15,Ezra Sends for the Levites,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 8:21,Fasting for Protection,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 8:24,Priests to Guard the Offerings,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 8:32,Arrival in Jerusalem,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 9:1,Intermarriage with Neighboring Peoples,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 9:5,Ezra's Prayer of Confession,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 10:1,Shecaniah's Encouragement,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 10:6,People's Confession of Sin,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Ezra 10:18,Those Guilty of Intermarriage,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 1:1,Nehemiah's Prayer,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 2:1,Nehemiah Sent to Jerusalem,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 2:11,Nehemiah Inspects the Walls,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 3:1,Builders of the Walls,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 4:1,Work Ridiculed,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 4:9,Discouragement Overcome,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 5:1,Nehemiah Defends the Oppressed,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 5:14,Nehemiah's Generosity,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 6:1,Sanballat's Conspiracy,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 6:15,Completion of the Wall,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 7:1,Securing the City,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
Nehemiah 7:4,List of Returning Exiles,Original CC-BY editorial heading reworded from public-domain BSB heading; placement informed by public-domain BSB section-heading structure,active
