ref,book_name,chapter,verse,importance,priority_score,decision_count,footnote_count,nt_parallel_count,nt_parallel_weight,nt_parallel_refs,crossref_top_vote,crossref_nt_count,crossref_shared_family_hits,english_witness_checked,english_witness_fresh_support,english_witness_brenton_support,english_witness_mt_support,english_witness_differs_all,english_witness_split_or_mixed,english_witness_signals,english_witness_recommendation,nt_english_checked,nt_english_support_family,nt_english_softens_family,nt_english_mixed,nt_english_signals,nt_english_recommendation,logos_local_checked,logos_local_scopes,logos_local_source_tools,logos_local_signals,logos_local_supports,logos_local_confidence,logos_local_recommendation,consensus_recommendation,keyword_hits,reasons,fresh_translation,brenton_translation,gate_reason
Joel 2:13,Joel,2,13,high,18,1,1,0,0,,29,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, mercy","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, mercy; crossref_top_vote=29; reco=keep","And tear your hearts and not your garments, and return to the Lord your God, because he is merciful and compassionate, long-suffering and rich in mercy and relenting over calamities.","and rend your hearts, and not your garments, and turn to the Lord your God: for he is merciful and compassionate, long-suffering, and plenteous in mercy, and repents of evils.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Joel 2:14,Joel,2,14,high,18,1,1,0,0,,11,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, repent, sacrifice","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, repent, sacrifice; crossref_top_vote=11; reco=keep","Who knows whether he will turn and repent and leave behind him blessing, sacrifice, and drink offering to the Lord our God?","Who knows if he will return, and repent, and leave a blessing behind him, even a meat-offering and a drink-offering to the Lord your God?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Joel 2:23,Joel,2,23,high,18,1,1,0,0,,49,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, righteousness","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, righteousness; crossref_top_vote=49; reco=keep","And children of Zion, rejoice and be glad in the Lord your God, because he gave you foods in righteousness, and he will rain on you early and latter rain as before.","Rejoice then and be glad, ye children of Sion, in the Lord your God: for he has given you food fully, and he will rain on you the early and the latter rain, as before.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Joshua 24:15,Joshua,24,15,high,18,1,1,0,0,,150,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"holy, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=holy, lord; crossref_top_vote=150; reco=keep","But if it does not please you to serve the Lord, choose for yourselves today whom you will serve, whether the gods of your fathers beyond the river or the gods of the Amorites among whom you dwell on their land. But I and my house will serve the Lord, because he is holy.","But if it seem not good to you to serve the Lord, choose to yourselves this day whom ye will serve, whether the gods of your fathers that were on the other side of the river, or the gods of the Amorites, among whom ye dwell upon their land: but I and my house will serve the Lord, for he is holy.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Judges 15:6,Judges,15,6,high,18,4,4,0,0,,6,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,law,decisions=4; footnotes=4; reviewed_decisions=4; importance=high; keywords=law; crossref_top_vote=6; reco=keep,"And the foreigners said, Who did this? And they said, Samson, son-in-law of the Thamnathite, because he took his wife and gave her to his companion. And the foreigners went up and burned the house of her father and her and her father with fire.","And the Philistines said, Who has done these things? and they said, Sampson the son-in-law of the Thamnite, because he has taken his wife, and given her to one of his friends; and the Philistines went up, and burnt her and her father's house with fire.",score>=12; importance=high; decisions=4; footnotes=4; reco=keep
Judges 21:4,Judges,21,4,high,18,1,1,0,0,,5,1,1,0,0,0,0,0,0,,,0,0,0,0,,,1,soteria-sacrifice-formula,AutoComplete.db WordSense; Bible Word Study; Factbook; recent history,lexical_support,salvation-shaped rendering,high,keep,keep,"altar, peace, salvation","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=altar, peace, salvation; crossref_top_vote=5; crossref_shared_family=1; logos=1; logos_reco=keep; logos_flags=lexical_support; logos_support=salvation-shaped rendering; reco=keep","And it came to be on the next day, the people rose early and built there an altar and offered whole burnt offerings of salvation.","And it came to pass on the morrow that the people rose up early, and built there an altar, and offered up whole-burnt-offerings and peace-offerings.",score>=12; importance=high; decisions=1; footnotes=1; logos=1; logos_reco=keep; reco=keep
Judges 6:34,Judges,6,34,high,18,1,1,0,0,,8,2,0,3,1,2,0,0,0,unclear,keep,0,0,0,0,,,0,,,,,,,keep,"god, lord, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, spirit; crossref_top_vote=8; eng=fresh:1/brenton:2/mt:0; eng_reco=keep; eng_flags=unclear; reco=keep","And the Spirit of God clothed Gideon, and he sounded the horn, and Abiezer cried out after him.","And the Spirit of the Lord came upon Gedeon, and he blew with the horn, and Abiezer came to help after him.",score>=12; importance=high; decisions=1; footnotes=1; eng=3; eng_reco=keep; reco=keep
Malachi 2:10,Malachi,2,10,high,18,1,1,0,0,,42,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"covenant, create, god","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=covenant, create, god; crossref_top_vote=42; reco=keep","Did not one God create you? Is not one father of all you? Why does each abandon his brother, to profane the covenant of your fathers?","Have ye not all one father? Did not one God create you? why have ye forsaken every man his brother, to profane the covenant of your fathers?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Malachi 3:5,Malachi,3,5,high,18,1,1,0,0,,28,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, lord, name","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, lord, name; crossref_top_vote=28; reco=keep","And I will come near to you in judgment and be swift witness against sorceresses and adulteresses and those swearing falsely by my name and those withholding wage of hired worker and oppressing widow and striking orphan and turning aside judgment of sojourner and not fearing me, says the Lord Almighty.","And I will draw near to you in judgment; and I will be a swift witness against the witches, and against the adulteresses, and against them that swear falsely by my name, and against them that keep back the hireling's wages, and them that oppress the widow, and afflict orphans, and that wrest the judgment of the stranger, and fear not me, saith the Lord Almighty.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Micah 6:7,Micah,6,7,high,18,1,1,0,0,,7,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"firstborn, lord, sin, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=firstborn, lord, sin, soul; crossref_top_vote=7; reco=keep","Will the Lord accept thousands of rams or tens of thousands of torrents of fat? Shall I give my firstborn for impiety, the fruit of my womb for the sin of my soul?","Will the Lord accept thousands of rams, or ten thousands of fat goats? should I give my first-born for ungodliness, the fruit of my body for the sin of my soul?",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Micah 7:7,Micah,7,7,high,18,1,1,0,0,,45,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord, savior","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord, savior; crossref_top_vote=45; reco=keep",But I will look to the Lord; I will wait for God my savior; my God will hear me.,But I will look to the Lord; I will wait upon God my Saviour: my God will hearken to me.,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Proverbs 10:3,Proverbs,10,3,high,18,1,1,0,0,,20,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, righteous, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, righteous, soul; crossref_top_vote=20; reco=keep","The Lord will not starve righteous soul, but life of the ungodly he will overthrow.",The Lord will not famish a righteous soul: but he will overthrow the life of the ungodly.,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Proverbs 15:29,Proverbs,15,29,high,18,1,1,0,0,,27,5,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, righteous, righteousness","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, righteous, righteousness; crossref_top_vote=27; reco=keep","God is far from the ungodly, but prayers of the righteous he hears. Better little taking with righteousness than much produce with injustice. Let the heart of man reckon righteous things, so that his steps may be corrected by God.",God is far from the ungodly; but he hearkens to the prayers of the righteous.,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Proverbs 26:11,Proverbs,26,11,high,18,1,1,0,0,,26,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"glory, grace, sin","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, grace, sin; crossref_top_vote=26; reco=keep","As dog when it returns to its own vomit and becomes hateful, so fool, turning in his own evil, returns to his own sin. There is shame bringing sin, and there is shame is glory and grace.","As when a dog goes to his own vomit, and becomes abominable, so is a fool who returns in his wickedness to his own sin.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Proverbs 3:9,Proverbs,3,9,high,18,1,1,0,0,,33,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, righteous, righteousness","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, righteous, righteousness; crossref_top_vote=33; reco=keep",Honor the Lord from your righteous labors and offer firstfruits to him from the fruits of your righteousness.,"Honour the Lord with thy just labours, and give him the first of thy fruits of righteousness:",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Zechariah 4:6,Zechariah,4,6,high,18,1,1,0,0,,170,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, spirit","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, spirit; crossref_top_vote=170; reco=keep","And he answered and said to me: This is the word of the Lord to Zerubbabel, saying: Not by great power nor by might, but by my Spirit, says the Lord Almighty.","And he answered and spoke to me, saying, This is the word of the Lord to Zorobabel, saying,",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Amos 2:7,Amos,2,7,high,17,1,1,0,0,,5,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, name, servant","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, name, servant; crossref_top_vote=5; reco=keep","Those trampling heads of the poor into the dust of the earth and turning aside way of humble, and son and father were going in to same servant-girl so as to profane the name of their God.","wherewith to tread on the dust of the earth, and they have smitten upon the heads of the poor, and have perverted the way of the lowly: and a son and his father have gone in to the same maid, that they might profane the name of their God.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Amos 3:7,Amos,3,7,high,17,1,1,0,0,,66,3,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"god, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=god, lord; crossref_top_vote=66; reco=keep",Because the Lord God will never do a thing unless he reveals his discipline to his servants the prophets.,"For the Lord God will do nothing, without revealing instruction to his servants the prophets.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ecclesiastes 5:7,Ecclesiastes,5,7,high,17,1,1,0,0,,13,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"judgment, justice, righteousness","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=judgment, justice, righteousness; crossref_top_vote=13; reco=keep","If you see slander of a poor man and robbery of judgment and righteousness in province, do not marvel over matter, because high one watches over high one, and high ones over them.","If thou shouldest see the oppression of the poor, and the wresting of judgment and of justice in the land, wonder not at the matter: for there is a high one to watch over him that is high, and high ones over them.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Ecclesiastes 6:2,Ecclesiastes,6,2,high,17,1,1,0,0,,10,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"glory, god, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, god, soul; crossref_top_vote=10; reco=keep","A man to whom God gives wealth and possessions and glory, so that his soul lacks nothing of all he desires, yet God does not empower him to eat from it, because a foreign man will eat it. This is vanity and grievous sickness.","a man to whom God shall give wealth, and substance, and honour, and he wants nothing for his soul of all things that he shall desire, yet God shall not give him power to eat of it, for a stranger shall devour it: this is vanity, and an evil infirmity.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Esther 2:12,Esther,2,12,high,17,1,1,0,0,,5,2,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"anointed, being, king","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=anointed, being, king; crossref_top_vote=5; reco=keep","And this was the time for a girl to go in to the king, when she completed twelve months, for thus the days of treatment are completed: six months being anointed with the oil of myrrh and six months with spices and with the women's cosmetics.",,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Habakkuk 2:14,Habakkuk,2,14,high,17,1,1,0,0,,51,1,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"glory, lord","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=glory, lord; crossref_top_vote=51; reco=keep",Because earth will be filled to know the glory of the Lord as water will cover them.,For the earth shall be filled with the knowledge of the glory of the Lord; it shall cover them as water.,score>=12; importance=high; decisions=1; footnotes=1; reco=keep
Habakkuk 3:2,Habakkuk,3,2,high,17,1,1,0,0,,28,0,0,0,0,0,0,0,0,,,0,0,0,0,,,0,,,,,,,keep,"lord, mercy, soul","decisions=1; footnotes=1; reviewed_decisions=1; importance=high; keywords=lord, mercy, soul; crossref_top_vote=28; reco=keep","Lord, I heard your report and feared. I considered your works and was astonished. You will be known between the two living creatures; you will be acknowledged when the years draw near; you will be manifested when the time is come. When my soul is troubled, in wrath you will remember mercy.","O Lord, I have heard thy report, and was afraid: I considered thy works, and was amazed: thou shalt be known between the two living creatures, thou shalt be acknowledged when the years draw nigh; thou shalt be manifested when the time is come; when my soul is troubled, thou wilt in wrath remember mercy.",score>=12; importance=high; decisions=1; footnotes=1; reco=keep
