ref,book_code,book_name,chapter,verse,review_status,importance,priority_score,themes,keyword_hits,same_normalized,tr_literal_translation,ukjv_translation,review_notes,reasons,decision
Hebrews 11:5,HEB,Hebrews,11,5,needs_focused_tr_review,high,14,judgment_afterlife; soteriology,judgment_afterlife:death; soteriology:faith,yes,"By faith Enoch was translated that he should not see death; and was not found, because God had translated him: for before his translation he had this testimony, that he pleased God.","By faith Enoch was translated that he should not see death; and was not found, because God had translated him: for before his translation he had this testimony, that he pleased God.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 11:7,HEB,Hebrews,11,7,needs_focused_tr_review,high,14,soteriology,soteriology:faith; soteriology:righteousness,yes,"By faith Noah, being warned of God of things not seen as yet, moved with fear, prepared an ark to the saving of his house; by the which he condemned the world, and became heir of the righteousness which is by faith.","By faith Noah, being warned of God of things not seen as yet, moved with fear, prepared an ark to the saving of his house; by the which he condemned the world, and became heir of the righteousness which is by faith.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 11:9,HEB,Hebrews,11,9,needs_focused_tr_review,high,14,law_covenant; soteriology,law_covenant:promise; soteriology:faith,yes,"By faith he sojourned in the land of promise, as in a strange country, dwelling in tabernacles with Isaac and Jacob, the heirs with him of the same promise:","By faith he sojourned in the land of promise, as in a strange country, dwelling in tabernacles with Isaac and Jacob, the heirs with him of the same promise:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 11:11,HEB,Hebrews,11,11,needs_focused_tr_review,high,14,soteriology; textual_literal,soteriology:faith; textual_literal:seed,yes,"Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.","Through faith also Sara herself received strength to conceive seed, and was delivered of a child when she was past age, because she judged him faithful who had promised.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 11:23,HEB,Hebrews,11,23,needs_focused_tr_review,high,14,law_covenant; soteriology,law_covenant:commandment; soteriology:faith,yes,"By faith Moses, when he was born, was hid three months of his parents, because they saw he was a proper child; and they were not afraid of the king's commandment.","By faith Moses, when he was born, was hid three months of his parents, because they saw he was a proper child; and they were not afraid of the king's commandment.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 11:33,HEB,Hebrews,11,33,needs_focused_tr_review,high,14,soteriology,soteriology:faith; soteriology:righteousness,yes,"Who through faith subdued kingdoms, wrought righteousness, obtained promises, stopped the mouths of lions.","Who through faith subdued kingdoms, wrought righteousness, obtained promises, stopped the mouths of lions.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 11:35,HEB,Hebrews,11,35,needs_focused_tr_review,high,14,soteriology,soteriology:raised; soteriology:resurrection,yes,"Women received their dead raised to life again: and others were tortured, not accepting deliverance; that they might obtain a better resurrection:","Women received their dead raised to life again: and others were tortured, not accepting deliverance; that they might obtain a better resurrection:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 11:39,HEB,Hebrews,11,39,needs_focused_tr_review,high,14,law_covenant; soteriology,law_covenant:promise; soteriology:faith,yes,"And these all, having obtained a good report through faith, received not the promise:","And these all, having obtained a good report through faith, received not the promise:",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 12:5,HEB,Hebrews,12,5,tr_literal_pass1,medium,14,christology; textual_literal,christology:lord; textual_literal:son,no,"And you have forgotten the exhortation which speaks to you as to children, My son, despise not you the chastening of the Lord, nor faint when you are rebuked of him:","And all of you have forgotten the exhortation which speaks unto you as unto children, My son, despise not you the chastening of the Lord, nor faint when you are rebuked of him:",modernized archaic directional unto; normalized NT kurios as Lord; removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Hebrews 12:14,HEB,Hebrews,12,14,tr_literal_pass1,medium,14,anthropology_ethics; christology,anthropology_ethics:peace; christology:lord,no,"Follow peace with all men, and holiness, without which no one shall see the Lord:","Follow peace with all men, and holiness, without which no man shall see the Lord:",modernized no-man idiom; normalized NT kurios as Lord,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
Hebrews 13:11,HEB,Hebrews,13,11,needs_focused_tr_review,high,14,anthropology_ethics; soteriology,anthropology_ethics:sin; soteriology:blood,yes,"For the bodies of those beasts, whose blood is brought into the sanctuary by the high priest for sin, are burned without the camp.","For the bodies of those beasts, whose blood is brought into the sanctuary by the high priest for sin, are burned without the camp.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
Hebrews 13:25,HEB,Hebrews,13,25,needs_focused_tr_review,high,14,soteriology; textual_literal,soteriology:grace; textual_literal:amen,yes,Grace be with you all. Amen.,Grace be with you all. Amen.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
James 1:12,JAS,James,1,12,tr_literal_pass1,medium,14,anthropology_ethics; christology,anthropology_ethics:love; christology:lord,no,"Blessed is the man that endures temptation: for when he is tried, he shall receive the crown of life, which the Lord has promised to those who love him.","Blessed is the man that endures temptation: for when he is tried, he shall receive the crown of life, which the Lord has promised to them that love him.",modernized them-that relative; normalized NT kurios as Lord,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
James 1:20,JAS,James,1,20,needs_focused_tr_review,high,14,judgment_afterlife; soteriology,judgment_afterlife:wrath; soteriology:righteousness,yes,For the wrath of man works not the righteousness of God.,For the wrath of man works not the righteousness of God.,UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
James 2:13,JAS,James,2,13,needs_focused_tr_review,high,14,anthropology_ethics; judgment_afterlife,anthropology_ethics:mercy; judgment_afterlife:judgment,yes,"For he shall have judgment without mercy, that has showed no mercy; and mercy rejoices against judgment.","For he shall have judgment without mercy, that has showed no mercy; and mercy rejoices against judgment.",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
James 4:12,JAS,James,4,12,needs_focused_tr_review,high,14,judgment_afterlife; soteriology,judgment_afterlife:judge; soteriology:save,yes,"There is one lawgiver, who is able to save and to destroy: who are you that judge another?","There is one lawgiver, who is able to save and to destroy: who are you that judge another?",UKJV seed retained; needs focused Greek review,status:needs_focused_tr_review; theology/literal keyword hit,review Greek; UKJV witness not enough
James 5:11,JAS,James,5,11,tr_literal_pass1,medium,14,anthropology_ethics; christology,anthropology_ethics:mercy; christology:lord,no,"Look, we count them happy which endure. You have heard of the patience of Job, and have seen the end of the Lord; that the Lord is very pitiful, and of tender mercy.","Behold, we count them happy which endure. All of you have heard of the patience of Job, and have seen the end of the Lord; that the Lord is very pitiful, and of tender mercy.",modernized behold; normalized NT kurios as Lord; removed UKJV plural-expansion artifact,TR draft differs from UKJV witness; status:tr_literal_pass1; normalized NT kurios as Lord; theology/literal keyword hit,"check TR literal choice against Greek, then keep or adjust"
